ID,Title,Year,IMDb,Genres,Runtime
416,Our Souls at Night,2017,6.9,"Drama,Romance",103
417,Mine 9,2019,6.7,Drama,83
418,Everybody Knows,2018,6.9,"Crime,Drama,Mystery,Thriller",133
419,Retribution,2015,6.6,"Drama,Mystery,Thriller",60
420,Ice Guardians,2016,7.5,"Documentary,Sport",108
421,Tinker Bell and the Pirate Fairy,2014,6.6,"Animation,Adventure,Family,Fantasy",78
422,The World Is Not Enough,1999,6.4,"Action,Adventure,Thriller",128
423,Suite Française,2014,7,"Drama,Romance,War",107
424,Period. End of Sentence.,2018,7.4,"Documentary,Short",26
425,Beyond the Mat,1999,7.6,"Documentary,Biography,Sport",102
426,Next Gen,2018,6.6,"Animation,Action,Adventure,Comedy,Family,Sci-Fi",106
427,Cam,2018,5.9,"Horror,Mystery,Thriller",94
428,Divines,2016,7.4,"Crime,Drama",105
429,Shirkers,2018,7.4,Documentary,97
430,Underworld: Evolution,2006,6.7,"Action,Fantasy,Sci-Fi,Thriller",106
431,Om Shanti Om,2007,6.7,"Action,Comedy,Drama,Musical,Romance,Thriller",162
432,How to Change the World,2015,7.6,"Documentary,Adventure,Biography,History",110
433,Spitfire,2018,7.5,Drama,87
434,You Are My Sunday,2016,7.7,"Comedy,Drama",119
435,Dear Zindagi,2016,7.6,"Drama,Romance",151
436,Uncorked,2020,6.1,Drama,104
437,The Water Diviner,2014,7,"Drama,History,War",111
438,Gaga: Five Foot Two,2017,7,"Documentary,Music",100
439,Austin Powers in Goldmember,2002,6.2,"Action,Adventure,Comedy,Crime",94
440,He Never Died,2015,6.4,"Comedy,Drama,Fantasy,Horror,Thriller",99
441,Black Sea,2014,6.4,"Adventure,Drama,Thriller",114
442,Ali's Wedding,2017,6.9,"Comedy,Drama,Romance",110
443,Event Horizon,1997,6.7,"Horror,Sci-Fi,Thriller",96
444,Mississippi Grind,2015,6.4,"Comedy,Drama",108
445,They'll Love Me When I'm Dead,2018,7.4,Documentary,98
446,Kai Po Che!,2013,7.6,"Drama,Sport",120
447,Badla,2019,7.9,"Crime,Drama,Mystery,Thriller",118
448,Young Adult,2011,6.2,"Comedy,Drama",94
449,ZZ Top: That Little Ol' Band From Texas,2019,7.4,"Documentary,Biography,Music",91
450,Scary Movie,2000,6.2,"Horror,Mystery",111
451,The Dirt,2019,7,"Biography,Comedy,Drama,Music",107
452,Killer Klowns from Outer Space,1988,6.2,"Comedy,Horror,Sci-Fi",88
453,The Exception,2017,6.8,"Drama,Romance,War",107
454,Spenser Confidential,2020,6.2,"Action,Comedy,Crime,Drama,Thriller",111
455,Wheelman,2017,6.4,"Action,Thriller",82
456,While We're Young,2014,6.3,"Comedy,Drama,Mystery",97
457,Die Another Day,2002,6.1,"Action,Adventure,Thriller",133
458,The Grandmaster,2013,6.6,"Action,Biography,Drama,Romance,War",130
459,Bathtubs Over Broadway,2018,7.5,"Documentary,Comedy,Music",87
460,Cadillac Records,2008,7,"Biography,Drama,Music",109
461,I am Divine,2013,7.6,Documentary,90
462,King Jack,2015,7,"Adventure,Drama",81
463,The Runaways,2010,6.5,"Biography,Drama,Music",106
464,2012,2009,5.8,"Action,Adventure,Sci-Fi",158
465,The Half of It,2020,7,"Comedy,Romance",104
466,Tigertail,2020,6.4,Drama,91
467,Sleeping with Other People,2015,6.5,"Comedy,Drama,Romance",101
468,What Lies Beneath,2000,6.6,"Drama,Fantasy,Horror,Mystery,Thriller",130
469,Fractured,2019,6.4,"Mystery,Thriller",99
470,Master Z: Ip Man Legacy,2018,6.5,"Action,Biography,Crime,Drama",107
471,Neruda,2016,6.9,"Biography,Crime,Drama,History,Thriller",107
472,One Day,2011,7,"Drama,Romance",107
473,Just Friends,2005,6.2,"Comedy,Romance",96
474,Aśoka,2001,6.5,Comedy,30
475,Harold and Lillian: A Hollywood Love Story,2017,8,"Documentary,Biography",94
476,The Grinch,2018,6.3,"Comedy,Family,Fantasy",104
477,Qarib Qarib Singlle,2017,7,"Comedy,Romance",125
478,Beasts of No Nation,2015,7.7,"Drama,War",137
479,Time Trap,2017,6.5,"Action,Adventure,Sci-Fi",87
480,Final Destination 2,2003,6.2,"Horror,Thriller",90
481,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,2018,7.1,Comedy,74
482,Dance Academy: The Movie,2017,7,Drama,101
483,White Fang,2018,6.9,"Adventure,Drama",107
484,All the Bright Places,2020,6.5,"Drama,Romance",107
485,Elena,2013,7.6,"Crime,Drama,Thriller",109
486,Underworld: Rise of the Lycans,2009,6.6,"Action,Fantasy",92
487,Talaash,2012,7.2,"Crime,Drama,Mystery,Thriller",140
488,Kevin Hart: Laugh at My Pain,2011,7.4,"Documentary,Comedy",89
489,Gridiron Gang,2006,6.9,"Biography,Crime,Drama,Sport",125
490,Hot Rod,2007,6.7,"Comedy,Sport",88
491,Bee Movie,2007,6.1,"Animation,Adventure,Comedy,Family",91
492,Trash,2014,7.2,"Adventure,Crime,Drama,Mystery,Thriller",114
493,The Photographer of Mauthausen,2018,6.7,"Biography,Drama,History,Thriller,War",110
494,He's Just Not That Into You,2009,6.4,"Comedy,Drama,Romance",129
495,Forks Over Knives,2011,7.7,Documentary,96
496,Bandits,2001,6.5,"Comedy,Crime,Drama,Romance",123
497,Sanju,2018,7.8,"Biography,Drama",155
498,Blame!,2017,6.7,"Animation,Action,Drama,Sci-Fi,Thriller",106
499,Quincy,2018,7.6,"Crime,Drama,Mystery,Thriller",60
500,DragonHeart,1996,6.5,"Action,Adventure,Fantasy",103
501,Bad Day for the Cut,2017,6.5,"Action,Crime,Drama,Thriller",99
502,We the Animals,2018,6.9,Drama,94
503,Soul Surfer,2011,7,"Biography,Drama,Family,Sport",112
504,Rocko's Modern Life: Static Cling,2019,7,"Animation,Action,Adventure,Comedy,Family",45
505,Haywire,2011,5.8,"Action,Drama,Thriller",93
506,Pink,2016,8.1,"Drama,Thriller",136
507,Stuart Little,1999,5.9,"Adventure,Comedy,Family,Fantasy",84
508,Cutie and the Boxer,2013,7.2,"Documentary,Biography",82
509,The World Is Yours,2018,6.4,"Comedy,Crime",102
510,Berlin Syndrome,2017,6.3,"Drama,Horror,Mystery,Thriller",116
511,Furie,2019,5.8,"Action,Drama,War",134
512,Big Miracle,2012,6.5,"Biography,Drama,Family,Romance",107
513,Tramps,2016,6.5,"Comedy,Romance",82
514,Parmanu: The Story of Pokhran,2018,7.7,"Action,Drama,History",129
515,Kursk,2018,6.6,"Action,Adventure,Drama,History,Thriller",117
516,Deep Impact,1998,6.2,"Action,Drama,Romance,Sci-Fi,Thriller",120
517,The Kindergarten Teacher,2018,6.7,Drama,96
518,Stonehearst Asylum,2014,6.8,"Drama,Horror,Thriller",112
519,"Nick Kroll & John Mulaney: Oh, Hello on Broadway",2017,7.8,,
520,The Wandering Earth,2019,6,"Action,Drama,Sci-Fi",125
521,Bon Cop Bad Cop,2006,6.8,"Action,Comedy,Crime,Thriller",116
522,Melvin Goes to Dinner,2003,6.8,"Comedy,Drama,Romance",83
523,Chappaquiddick,2018,6.5,"Drama,History,Thriller",106
524,Miles Davis: Birth of the Cool,2019,7.4,"Documentary,Biography,Music",115
525,Mission Control: The Unsung Heroes of Apollo,2017,7.5,"Documentary,History",101
526,Dukhtar,2014,7,"Drama,Thriller",93
527,Red Dawn,1984,6.4,"Action,Drama",114
528,Kaabil,2017,7.1,"Action,Drama,Thriller",139
529,The Company Men,2010,6.7,Drama,104
530,Studio 54,2018,6.9,"Drama,Music",93
531,The Case for Christ,2017,6.2,"Biography,Drama",112
532,Outside In,2018,6.6,Drama,109
533,Mowgli: Legend of the Jungle,2018,6.5,"Adventure,Drama,Fantasy",104
534,Errementari: The Blacksmith and the Devil,2018,6.3,"Fantasy,Horror",98
535,Jimmy Neutron: Boy Genius,2001,6,"Animation,Action,Adventure,Comedy,Family,Sci-Fi",82
536,World Trade Center,2006,5.9,"Drama,History,Thriller",129
537,I Am Kalam,2010,8,"Comedy,Drama,Family",88
538,PEEPLI [Live],2010,7.4,"Comedy,Drama",95
539,My Scientology Movie,2016,6.7,Documentary,99
540,Latin History for Morons: John Leguizamo's Road to Broadway,2018,7.5,,
541,Mortal Kombat,1995,5.8,"Action,Adventure,Fantasy,Sci-Fi,Thriller",101
542,Behind the Curve,2018,6.5,Documentary,96
543,Soni,2019,7.2,"Crime,Drama",110
544,Carriers,2009,6,"Adventure,Drama,Thriller",84
545,Tig,2015,7.4,Documentary,95
546,Patton Oswalt: Annihilation,2017,7.2,"Documentary,Comedy",66
547,Trixie Mattel: Moving Parts,2019,7.3,Documentary,91
548,Petta,2019,7.3,"Action,Drama",171
549,The Bill Murray Stories: Life Lessons Learned from a Mythical Man,2018,7,Documentary,70
550,Can't Hardly Wait,1998,6.5,"Comedy,Romance",100
551,The Confirmation,2016,6.4,"Comedy,Drama",101
552,The First Wives Club,1996,6.4,Comedy,103
553,Colonia,2016,7.1,"Biography,Drama,History,Romance,Thriller",110
554,Free Fire,2017,6.4,"Action,Comedy,Crime,Thriller",91
555,Life As We Know It,2010,6.5,"Comedy,Drama,Romance",114
556,To All the Boys: P.S. I Still Love You,2020,6,"Comedy,Romance",101
557,Cop Car,2015,6.3,"Crime,Thriller",88
558,Urban Cowboy,1980,6.3,"Drama,Romance,Western",132
559,Above the Rim,1994,6.6,"Crime,Drama,Sport,Thriller",96
560,Screwball,2019,7.1,Documentary,105
561,Prosecuting Evil: The Extraordinary World of Ben Ferencz,2018,7.3,"Documentary,Biography,History,War",83
562,The Incident,2014,6.4,"Crime,Drama,Thriller",107
563,Resident Evil: Extinction,2007,6.3,"Action,Adventure,Fantasy,Horror,Sci-Fi,Thriller",94
564,American Assassin,2017,6.2,"Action,Thriller",112
565,Rang De Basanti,2006,8.2,"Comedy,Drama",167
566,Open Season,2006,6.1,"Animation,Adventure,Comedy,Family,Fantasy",86
567,Strong Island,2017,6.4,Documentary,107
568,Resident Evil: Apocalypse,2004,6.2,"Action,Horror,Sci-Fi,Thriller",94
569,Smoke & Mirrors,2016,6.9,"Biography,Thriller",123
570,Sky Ladder: The Art of Cai Guo-Qiang,2017,7.3,Documentary,76
571,Kate & Leopold,2001,6.4,"Comedy,Fantasy,Romance",118
572,Raiders!: The Story of the Greatest Fan Film Ever Made,2015,6.9,Documentary,106
573,Then Came You,2019,7,"Adventure,Comedy,Drama",97
574,The Forest of Love,2019,6.4,"Crime,Drama,Horror,Thriller",151
575,I Called Him Morgan,2016,7.3,"Documentary,Drama,History,Music",92
576,The Money Pit,1986,6.4,Comedy,91
577,The Angel,2018,6.6,"Drama,Thriller",114
578,Burlesque,2010,6.4,"Drama,Music,Musical,Romance",119
579,My Masterpiece,2018,7.1,"Comedy,Drama",100
580,Mr. Church,2016,7.6,"Comedy,Drama",104
581,Murder Mystery,2019,6,"Action,Comedy,Crime,Mystery,Romance",97
582,Audrie & Daisy,2016,7.2,Documentary,95
583,Miss Hokusai,2015,6.7,"Animation,Biography,Drama,History",93
584,Dumplin',2018,6.6,"Comedy,Drama",110
585,The Invention of Lying,2009,6.4,"Comedy,Fantasy,Romance",100
586,Breath,2017,6.7,"Drama,Romance,Sport",115
587,Kodachrome,2017,6.8,Drama,105
588,Operation Red Sea,2018,6.7,"Action,Drama,Thriller,War",142
589,Murder Party,2007,5.8,"Comedy,Drama,Horror,Thriller",79
590,Woodstock: Three Days That Defined a Generation,2019,7.6,"Documentary,History",106
591,Laggies,2014,6.4,"Comedy,Drama,Romance",99
592,Eye for an Eye,2019,6.6,Thriller,98
593,Cowspiracy: The Sustainability Secret,2014,8.3,Documentary,90
594,Eddie Murphy: Delirious,1983,8.2,Comedy,69
595,The Aerial,2007,7.4,"Drama,Fantasy,Sci-Fi",99
596,Fire in Paradise,2019,7.4,"Documentary,Short",39
597,Cookie's Fortune,1999,6.8,"Comedy,Drama",118
598,Before I Wake,2016,6.2,"Drama,Fantasy,Horror,Thriller",97
599,Layla M.,2016,6.7,Drama,98
600,Mountain,2018,7.2,Documentary,74
601,Center Stage,2000,6.7,"Drama,Music,Romance",115
602,Mr. Right,2016,6.3,"Action,Comedy,Romance",95
603,Tamasha,2015,7.3,"Comedy,Drama,Romance",139
604,Just Another Love Story,2007,7.2,"Crime,Drama,Thriller",100
605,Quartet,2012,6.8,"Comedy,Drama",98
606,Dil Chahta Hai,2001,8.1,"Comedy,Drama,Romance",183
607,"Bikram: Yogi, Guru, Predator",2019,6.7,"Documentary,Crime",86
608,Dolphin Tale 2,2014,6.4,"Drama,Family",107
609,No One Killed Jessica,2011,7.2,"Biography,Crime,Drama,Thriller",136
610,I Am Bolt,2016,7.1,"Documentary,Biography,Sport",107
611,Evolution,2001,6.1,"Comedy,Sci-Fi",101
612,BuyBust,2018,5.8,"Action,Thriller",127
613,Advantageous,2015,6.2,"Drama,Family,Sci-Fi",90
614,The Iron Lady,2011,6.4,"Biography,Drama",105
615,Son of a Gun,2014,6.5,"Action,Crime,Drama,Thriller",108
616,Rugrats in Paris: The Movie,2000,6.1,"Animation,Adventure,Comedy,Family,Romance",78
617,On My Skin,2018,7.3,"Biography,Drama",100
618,Sweetheart,2019,5.7,"Adventure,Drama,Fantasy,Horror,Mystery,Sci-Fi,Thriller",82
619,Raees,2017,6.8,"Action,Crime,Drama",143
620,The Rover,2014,6.4,"Action,Crime,Drama,Sci-Fi",103
621,Paan Singh Tomar,2012,8.2,"Action,Biography,Crime,Sport,Thriller",135
622,The Other Side of the Wind,2018,6.8,Drama,122
623,The Garden of Words,2013,7.5,"Animation,Drama,Romance",46
624,The Legend of 420,2017,6.7,"Documentary,Comedy",87
625,Let It Fall: Los Angeles 1982-1992,2017,7.7,"Documentary,History",144
626,Manto,2018,7.4,"Biography,Drama",112
627,Rainbow,2015,8,Drama,106
628,Walking Out,2017,5.8,"Adventure,Drama,Thriller",95
629,Holy Hell,2016,7.1,"Documentary,Drama",100
630,After,2019,5.4,"Drama,Romance",105
631,Jersey Boys,2014,6.8,"Biography,Drama,Music,Musical",134
632,Flavors of Youth,2018,6.6,"Animation,Drama,Romance",74
633,Nappily Ever After,2018,6.4,"Comedy,Drama,Romance",98
634,Final Destination 3,2006,5.8,"Horror,Thriller",93
635,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,6.6,"Comedy,Drama",109
636,Elizabeth: The Golden Age,2007,6.8,"Biography,Drama,History,War",114
637,37 Seconds,2019,7.3,Drama,115
638,A Futile and Stupid Gesture,2018,6.8,"Biography,Comedy",101
639,The Green Hornet,2011,5.8,"Action,Comedy",119
640,Dear John,2010,6.3,"Drama,Romance,War",108
641,Heroin(e),2017,6.8,"Documentary,Short",39
642,Guzaarish,2010,7.4,Drama,126
643,Imperial Dreams,2014,6.8,Drama,87
644,Between Two Ferns: The Movie,2019,6.1,Comedy,82
645,13 Sins,2014,6.3,"Horror,Thriller",93
646,Kiss the Girls,1997,6.6,"Crime,Drama,Mystery,Thriller",115
647,Newness,2017,6.4,"Drama,Romance",117
648,Mr. Roosevelt,2017,6.2,Comedy,90
649,Justin Timberlake + The Tennessee Kids,2016,7.8,"Documentary,Music",90
650,Battle: Los Angeles,2011,5.7,"Action,Sci-Fi",116
651,Hondros,2018,7.5,"Documentary,Biography,War",90
652,When We First Met,2018,6.4,"Comedy,Fantasy,Romance",97
653,(T)ERROR,2015,6.6,Documentary,84
654,Kuch Kuch Hota Hai,1998,7.6,"Comedy,Drama,Musical,Romance",177
655,Trailer Park Boys: The Movie,2006,7.2,"Comedy,Crime",95
656,G.O.R.A.,2004,8,"Adventure,Comedy,Sci-Fi",127
657,Phantom Boy,2015,6.6,"Animation,Action,Adventure,Family,Fantasy,Sci-Fi",84
658,Survivor's Guide to Prison,2018,7.1,Documentary,102
659,Transcendence,2014,6.3,"Action,Drama,Sci-Fi,Thriller",119
660,Jagga Jasoos,2017,6.5,"Action,Adventure,Comedy,Musical,Mystery",161
661,The Perfect Date,2019,5.8,"Comedy,Romance",89
662,A Fortunate Man,2018,7.2,Drama,162
663,Kahaani,2012,8.1,"Mystery,Thriller",122
664,Andaz Apna Apna,1994,8.2,"Action,Comedy,Family,Romance",160
665,Let It Snow,2019,5.8,"Comedy,Romance",92
666,Middle School: The Worst Years of My Life,2016,6.1,"Comedy,Family",92
667,The Little Hours,2017,5.8,"Comedy,Romance",90
668,Aval,2017,6.8,Horror,137
669,The Unknown Known,2013,7,"Documentary,Biography,History,War",103
670,Kahlil Gibran's The Prophet,2014,7.1,"Animation,Drama",85
671,The Princess Switch,2018,6,Romance,101
672,The Blackcoat's Daughter,2017,5.9,"Horror,Mystery,Thriller",93
673,What We Started,2018,7,Documentary,94
674,Let There Be Light,1946,7.4,"Drama,Fantasy,Horror,Mystery,Thriller",91
675,Into the Forest,2016,5.8,"Drama,Horror,Sci-Fi,Thriller",101
676,God Knows Where I Am,2016,7.3,"Documentary,Biography,Drama,History,Mystery",97
677,Stuart Little 2,2002,5.4,"Animation,Adventure,Comedy,Family,Fantasy",77
678,The Rolling Stones: Olé Olé Olé! – A Trip Across Latin America,2016,7.5,"Documentary,Music",105
679,Sand Storm,2016,6.8,Drama,87
680,From Paris with Love,2010,6.5,"Action,Crime,Thriller",92
681,Luck by Chance,2009,7,Drama,156
682,I Am Jane Doe,2017,6.8,Documentary,91
683,Pee-wee's Big Holiday,2016,6.1,"Comedy,Family",90
684,Promised Land,2012,6.6,Drama,106
685,Carrie Pilby,2017,6.6,"Comedy,Drama",98
686,Seeing Allred,2018,6.8,Documentary,96
687,Goldstone,2016,6.5,"Crime,Thriller",110
688,The Signal,2014,6.1,"Drama,Mystery,Sci-Fi,Thriller",97
689,The Red Sea Diving Resort,2019,6.5,"Drama,History,Thriller",129
690,Self/less,2015,6.5,"Action,Mystery,Sci-Fi,Thriller",117
691,The Burial of Kojo,2018,6.4,"Drama,Thriller",80
692,Horse Girl,2020,5.9,"Drama,Mystery,Thriller",103
693,Headshot,2016,6.3,"Action,Crime,Thriller",92
694,Joan Didion: The Center Will Not Hold,2017,7.4,Documentary,94
695,Circle,2015,6,"Drama,Horror,Mystery,Sci-Fi,Thriller",87
696,Chris Rock: Tamborine,2018,6.5,Comedy,64
697,The Monster,2016,5.4,"Drama,Fantasy,Horror",91
698,Sergio,2020,6.1,"Biography,Drama,History,Romance",118
699,The C Word,2016,7.6,"Comedy,Drama",30
700,John Mulaney: New in Town,2012,8.3,Comedy,60
701,In the Shadow of the Moon,2019,6.2,"Crime,Mystery,Sci-Fi,Thriller",115
702,Mirror Mirror,2012,5.6,"Adventure,Comedy,Drama,Family,Fantasy",106
703,Hasee Toh Phasee,2014,6.8,"Comedy,Romance",141
704,Bhavesh Joshi Superhero,2018,7.6,"Action,Drama",154
705,Brooklyn's Finest,2009,6.7,"Crime,Drama,Thriller",132
706,Wakefield,2017,6.3,Drama,106
707,Wish I Was Here,2014,6.7,"Comedy,Drama",106
708,Lu Over the Wall,2017,6.8,"Animation,Adventure,Comedy,Family,Fantasy,Music",112
709,Man of Tai Chi,2013,6.1,"Action,Drama",105
710,Comedian,2002,6.9,"Documentary,Comedy",82
711,Alive and Kicking,2017,6.6,Comedy,94
712,The Secret,2006,5.6,"Crime,Drama,Horror,Mystery,Thriller",106
713,Louis C.K.: Hilarious,2010,8.5,Comedy,82
714,Notes on Blindness,2016,7.1,"Documentary,Drama",90
715,The Kissing Booth,2018,6.1,"Comedy,Romance",105
716,Horns,2013,6.5,"Comedy,Crime,Drama,Fantasy,Mystery,Thriller",120
717,Emelie,2016,5.4,"Horror,Thriller",82
718,Best Worst Thing That Ever Could Have Happened...,2016,7.5,Documentary,95
719,Go!,2020,5.9,"Comedy,Crime",102
720,First Match,2018,6.3,"Drama,Sport",102
721,Grass is Greener,2019,7.2,Documentary,97
722,The Short Game,2013,7.4,"Documentary,Sport",99
723,Sunday's Illness,2018,6.9,Drama,113
724,Ten Years,2015,6.7,"Comedy,Drama,Romance",100
725,Chicken Little,2005,5.7,"Animation,Adventure,Comedy,Family,Fantasy,Sci-Fi",81
726,Kicking and Screaming,1995,6.8,"Comedy,Family,Romance,Sport",95
727,The Ravenous,2017,5.9,"Documentary,Short",21
728,Animal World,2018,6.5,"Animation,Adventure,Comedy,Family,Fantasy",30
729,Michelle Wolf: Joke Show,2019,7.1,Comedy,59
730,Kevin Hart: Let Me Explain,2013,6.8,"Documentary,Comedy",75
731,Fun with Dick and Jane,2005,6.2,"Comedy,Crime",90
732,Seoul Searching,2015,7.1,"Comedy,Drama,Music,Romance",105
733,The Keeping Hours,2017,6.3,"Drama,Fantasy,Horror,Mystery,Thriller",91
734,Kickboxer: Retaliation,2018,5,"Action,Drama",110
735,Weed the People,2018,7,Documentary,97
736,Time Share,2018,6,"Drama,Horror,Mystery",96
737,Johnny English Reborn,2011,6.3,"Action,Adventure,Comedy,Crime",101
738,Fire in the Blood,2013,7.7,"Documentary,History",87
739,Dil Dhadakne Do,2015,6.8,"Comedy,Drama,Romance",170
740,6 Days,2017,6.2,"Action,Drama,History,Thriller",94
741,Morris from America,2016,6.2,"Comedy,Drama,Romance",91
742,Joshua: Teenager vs. Superpower,2017,7,Documentary,79
743,Highway,2014,7.7,"Crime,Drama,Romance",133
744,Sweet Virginia,2017,6.2,"Drama,Thriller",93
745,Chloe,2009,6.3,"Drama,Mystery,Romance,Thriller",96
746,Manson Family Vacation,2015,5.8,"Comedy,Drama,Thriller",84
747,Benji,2018,6.3,"Crime,Drama,Family",87
748,Roll Red Roll,2019,7.1,"Documentary,Crime",80
749,All About Nina,2018,6,"Comedy,Drama,Romance",97
750,Heartbreakers,2001,6.2,"Comedy,Crime,Romance",123
751,Mercury 13,2018,6.8,Documentary,78
752,Kevin Hart: What Now?,2016,5.9,"Documentary,Comedy",96
753,"Michael Bolton's Big, Sexy Valentine's Day Special",2017,6.7,"Comedy,Music,Musical,Romance",54
754,All Day and a Night,2020,5.9,Drama,121
755,ARQ,2016,6.4,"Action,Sci-Fi,Thriller",88
756,Nighthawks,1981,6.4,"Action,Crime,Thriller",99
757,Quién te cantará,2018,7,"Drama,Music,Mystery",125
758,Romeo Must Die,2000,6.1,"Action,Crime,Thriller",115
759,Love Off the Cuff,2017,6.5,Romance,121
760,47 Meters Down,2017,5.6,"Adventure,Drama,Horror,Thriller",89
761,Udaan,2010,8.2,Drama,134
762,Barakah Meets Barakah,2016,6.2,"Comedy,Romance",88
763,Ghost Rider,2007,5.2,"Action,Fantasy,Thriller",110
764,FYRE: The Greatest Party That Never Happened,2019,7.2,"Documentary,Music",97
765,Cardboard Gangsters,2017,6.4,"Crime,Drama",92
766,Khosla Ka Ghosla!,2006,8.3,"Comedy,Crime,Drama",135
767,Sierra Burgess Is a Loser,2018,5.8,"Comedy,Drama,Romance",105
768,Same Kind of Different as Me,2017,6.6,"Biography,Drama",119
769,Cult of Chucky,2017,5.2,"Comedy,Fantasy,Horror,Thriller",91
770,Tremors 2: Aftershocks,1996,6,"Action,Comedy,Horror,Sci-Fi,Thriller",100
771,May the Devil Take You,2018,6,Horror,110
772,Invader ZIM: Enter the Florpus,2019,7.5,"Animation,Action,Adventure,Comedy,Family,Sci-Fi",71
773,Dovlatov,2018,6.4,"Biography,Drama",126
774,Jupiter Ascending,2015,5.3,"Action,Adventure,Sci-Fi",127
775,The Occupant,2020,6.3,"Drama,Thriller",103
776,Shutter,2004,7.1,"Horror,Mystery,Thriller",97
777,E-Team,2014,7.1,Documentary,88
778,Class Rank,2017,6.4,"Comedy,Family,Romance",108
779,Wildling,2018,5.5,"Drama,Fantasy,Horror,Thriller",92
780,Velvet Buzzsaw,2019,5.7,"Horror,Mystery,Thriller",113
781,Win It All,2017,6.2,Comedy,88
782,Sprinter,2019,6,"Drama,Sport",114
783,Palm Trees in the Snow,2015,7.4,"Drama,Romance",163
784,Nacho Libre,2006,5.7,"Comedy,Family,Sport",92
785,Chasing Trane,2017,7.3,"Documentary,Biography,Music",99
786,Lady J,2018,6.9,"Drama,Romance",109
787,Voyeur,2017,6.2,"Drama,Romance",98
788,The Breaker Upperers,2018,5.9,Comedy,90
789,Dinner for Schmucks,2010,5.9,Comedy,114
790,Mike Birbiglia: My Girlfriend's Boyfriend,2013,8,"Documentary,Comedy,Romance",76
791,School Daze,1988,6,"Comedy,Drama,Musical",121
